sample_id,row_index,video_id,query,video_path,duration_sec,raw_start,raw_end,clipped_start,clipped_end,was_clipped,fps,frame_count
charades_sta_smoke_11,11,KVXJ9,a person watches another run up some stairs.,data/raw/charades/videos/KVXJ9.mp4,30.766666666666666,1.0,11.0,1.0,11.0,False,30.0,923.0
charades_sta_smoke_12,12,E6DLK,person runs to the window to look out.,data/raw/charades/videos/E6DLK.mp4,27.293933333333335,9.3,14.4,9.3,14.4,False,29.97002997002997,818.0
charades_sta_smoke_13,13,E6DLK,a person sits in a chair.,data/raw/charades/videos/E6DLK.mp4,27.293933333333335,3.1,11.8,3.1,11.8,False,29.97002997002997,818.0
charades_sta_smoke_14,14,E6DLK,person runs to the window.,data/raw/charades/videos/E6DLK.mp4,27.293933333333335,9.3,14.4,9.3,14.4,False,29.97002997002997,818.0
charades_sta_smoke_15,15,E6DLK,person runs to the door.,data/raw/charades/videos/E6DLK.mp4,27.293933333333335,9.3,14.4,9.3,14.4,False,29.97002997002997,818.0
charades_sta_smoke_16,16,E6DLK,a person sits on a chair.,data/raw/charades/videos/E6DLK.mp4,27.293933333333335,3.1,11.8,3.1,11.8,False,29.97002997002997,818.0
charades_sta_smoke_17,17,E6DLK,the person sits in the chair momentarily.,data/raw/charades/videos/E6DLK.mp4,27.293933333333335,3.1,11.8,3.1,11.8,False,29.97002997002997,818.0
charades_sta_smoke_18,18,AKO6M,a person stands in the bathroom holding a glass.,data/raw/charades/videos/AKO6M.mp4,18.633333333333333,0.0,8.8,0.0,8.8,False,30.0,559.0
charades_sta_smoke_19,19,AKO6M,the person takes a bag from the bottom cabinet.,data/raw/charades/videos/AKO6M.mp4,18.633333333333333,12.7,19.9,12.7,18.633333333333333,True,30.0,559.0
charades_sta_smoke_20,20,F7TG5,person sits in a chair.,data/raw/charades/videos/F7TG5.mp4,21.1,13.2,20.8,13.2,20.8,False,30.0,633.0
charades_sta_smoke_21,21,F7TG5,person sits down on a chair.,data/raw/charades/videos/F7TG5.mp4,21.1,13.2,20.8,13.2,20.8,False,30.0,633.0
charades_sta_smoke_22,22,F7TG5,person throwing a blanket onto the vacuum.,data/raw/charades/videos/F7TG5.mp4,21.1,10.7,16.5,10.7,16.5,False,30.0,633.0
charades_sta_smoke_23,23,F7TG5,person they throw their clothes on to a nearby desk.,data/raw/charades/videos/F7TG5.mp4,21.1,6.9,13.1,6.9,13.1,False,30.0,633.0
charades_sta_smoke_24,24,KOVTR,person they stand up.,data/raw/charades/videos/KOVTR.mp4,35.29765484064943,10.2,19.8,10.2,19.8,False,16.63,587.0
charades_sta_smoke_25,25,KOVTR,a person awakens in their sofa.,data/raw/charades/videos/KOVTR.mp4,35.29765484064943,4.2,14.2,4.2,14.2,False,16.63,587.0
charades_sta_smoke_26,26,KOVTR,person takes some medicine.,data/raw/charades/videos/KOVTR.mp4,35.29765484064943,28.4,35.0,28.4,35.0,False,16.63,587.0
charades_sta_smoke_27,27,FPJ9D,person sit on a chair.,data/raw/charades/videos/FPJ9D.mp4,33.43333333333333,25.8,34.0,25.8,33.43333333333333,True,30.0,1003.0
charades_sta_smoke_28,28,5NV2Z,person takes a cup off a desk.,data/raw/charades/videos/5NV2Z.mp4,22.37324833102785,5.1,10.2,5.1,10.2,False,16.627,372.0
charades_sta_smoke_29,29,5NV2Z,person opens the front door.,data/raw/charades/videos/5NV2Z.mp4,22.37324833102785,13.2,23.0,13.2,22.37324833102785,True,16.627,372.0
charades_sta_smoke_30,30,5NV2Z,the person opens a door leading outside.,data/raw/charades/videos/5NV2Z.mp4,22.37324833102785,13.2,23.0,13.2,22.37324833102785,True,16.627,372.0
charades_sta_smoke_31,31,5NV2Z,a person takes a cup from a table.,data/raw/charades/videos/5NV2Z.mp4,22.37324833102785,5.1,10.2,5.1,10.2,False,16.627,372.0
charades_sta_smoke_32,32,Y1HGC,a person walks in a doorway drinking some coffee.,data/raw/charades/videos/Y1HGC.mp4,30.697333333333333,0.2,9.8,0.2,9.8,False,14.985014985014985,460.0
charades_sta_smoke_33,33,Y1HGC,person drinking a glass of water.,data/raw/charades/videos/Y1HGC.mp4,30.697333333333333,1.7,12.1,1.7,12.1,False,14.985014985014985,460.0
charades_sta_smoke_34,34,9JZO2,person put on their shoes.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,26.1,36.0,26.1,35.81937528293345,True,17.672,633.0
charades_sta_smoke_35,35,9JZO2,person holding a glass cup.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,0.0,9.9,0.0,9.9,False,17.672,633.0
charades_sta_smoke_36,36,9JZO2,a person eats some food.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,0.0,12.6,0.0,12.6,False,17.672,633.0
charades_sta_smoke_37,37,9JZO2,a person is in a entryway eating a sandwich.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,0.0,15.1,0.0,15.1,False,17.672,633.0
charades_sta_smoke_38,38,9JZO2,person holding a glass of water.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,0.0,9.9,0.0,9.9,False,17.672,633.0
charades_sta_smoke_39,39,9JZO2,the person puts the cup down.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,14.1,20.3,14.1,20.3,False,17.672,633.0
charades_sta_smoke_40,40,9JZO2,person stands in doorway holding a glass.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,0.0,9.9,0.0,9.9,False,17.672,633.0
charades_sta_smoke_41,41,9JZO2,person eating a sandwich.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,0.0,15.1,0.0,15.1,False,17.672,633.0
charades_sta_smoke_42,42,9JZO2,person puts on some shoes.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,26.1,36.0,26.1,35.81937528293345,True,17.672,633.0
charades_sta_smoke_43,43,9JZO2,person holding a cup in the doorway.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,0.0,9.9,0.0,9.9,False,17.672,633.0
charades_sta_smoke_44,44,9JZO2,the person walks into the house puts down the food.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,11.6,20.8,11.6,20.8,False,17.672,633.0
charades_sta_smoke_45,45,9JZO2,person start smiling as the dress.,data/raw/charades/videos/9JZO2.mp4,35.81937528293345,22.9,29.8,22.9,29.8,False,17.672,633.0
charades_sta_smoke_46,46,4J1AP,person drinking a glass of water.,data/raw/charades/videos/4J1AP.mp4,20.62816076656907,13.1,21.5,13.1,20.62816076656907,True,15.028,310.0
charades_sta_smoke_47,47,4J1AP,lastly the person takes a drink from a cup.,data/raw/charades/videos/4J1AP.mp4,20.62816076656907,9.8,15.7,9.8,15.7,False,15.028,310.0
charades_sta_smoke_48,48,V1WN7,person sitting on bed.,data/raw/charades/videos/V1WN7.mp4,36.03333333333333,0.0,15.9,0.0,15.9,False,30.0,1081.0
charades_sta_smoke_49,49,V1WN7,a person is dressing.,data/raw/charades/videos/V1WN7.mp4,36.03333333333333,0.0,14.4,0.0,14.4,False,30.0,1081.0
charades_sta_smoke_50,50,V1WN7,person sitting on their bed.,data/raw/charades/videos/V1WN7.mp4,36.03333333333333,0.0,15.9,0.0,15.9,False,30.0,1081.0
charades_sta_smoke_51,51,BL7OF,a person throws a pair of shoes under the window.,data/raw/charades/videos/BL7OF.mp4,36.036,1.0,5.0,1.0,5.0,False,29.97002997002997,1080.0
charades_sta_smoke_52,52,BL7OF,the person throws shoes under the window.,data/raw/charades/videos/BL7OF.mp4,36.036,1.0,5.0,1.0,5.0,False,29.97002997002997,1080.0
charades_sta_smoke_53,53,5C4EK,a person reads a book.,data/raw/charades/videos/5C4EK.mp4,15.623122220886913,0.0,6.2,0.0,6.2,False,16.642,260.0
charades_sta_smoke_54,54,S591U,person sitting on top of bed closes laptop.,data/raw/charades/videos/S591U.mp4,30.0,9.4,17.0,9.4,17.0,False,30.0,900.0
charades_sta_smoke_55,55,DLFPX,a person is standing on their stairs holding a bag.,data/raw/charades/videos/DLFPX.mp4,26.619396707126548,0.0,7.7,0.0,7.7,False,16.642,443.0
charades_sta_smoke_56,56,9HG4Z,a person is closing a door.,data/raw/charades/videos/9HG4Z.mp4,17.2,0.0,7.7,0.0,7.7,False,15.0,258.0
charades_sta_smoke_57,57,I7AS7,a person runs through a doorway.,data/raw/charades/videos/I7AS7.mp4,30.605871330418488,0.0,5.1,0.0,5.1,False,6.404,196.0
charades_sta_smoke_58,58,I7AS7,a person runs into the dining room.,data/raw/charades/videos/I7AS7.mp4,30.605871330418488,0.0,5.1,0.0,5.1,False,6.404,196.0
charades_sta_smoke_59,59,I7AS7,the person opens the bag.,data/raw/charades/videos/I7AS7.mp4,30.605871330418488,0.5,6.4,0.5,6.4,False,6.404,196.0
charades_sta_smoke_60,60,J48N6,the same person was laughing as he was undressing.,data/raw/charades/videos/J48N6.mp4,30.733333333333334,18.4,32.0,18.4,30.733333333333334,True,30.0,922.0
charades_sta_smoke_61,61,J48N6,person begins to undress.,data/raw/charades/videos/J48N6.mp4,30.733333333333334,18.4,32.0,18.4,30.733333333333334,True,30.0,922.0
charades_sta_smoke_62,62,J48N6,the person was putting the bag into the cabinet.,data/raw/charades/videos/J48N6.mp4,30.733333333333334,14.6,21.2,14.6,21.2,False,30.0,922.0
charades_sta_smoke_63,63,JVLAZ,person laying on the bed sneezing.,data/raw/charades/videos/JVLAZ.mp4,31.433333333333334,9.3,18.0,9.3,18.0,False,30.0,943.0
charades_sta_smoke_64,64,JVLAZ,person is lying on bed sneezing.,data/raw/charades/videos/JVLAZ.mp4,31.433333333333334,9.3,18.0,9.3,18.0,False,30.0,943.0
charades_sta_smoke_65,65,JVLAZ,person drinks water from a cup.,data/raw/charades/videos/JVLAZ.mp4,31.433333333333334,19.4,29.5,19.4,29.5,False,30.0,943.0
charades_sta_smoke_66,66,2RFLZ,a person picks up their phone talks on it.,data/raw/charades/videos/2RFLZ.mp4,14.771441879033867,3.0,10.4,3.0,10.4,False,15.029,222.0
charades_sta_smoke_67,67,2RFLZ,person takes a phone off a desk.,data/raw/charades/videos/2RFLZ.mp4,14.771441879033867,2.4,6.9,2.4,6.9,False,15.029,222.0
charades_sta_smoke_68,68,N3U9S,person opens a cabinet door twice.,data/raw/charades/videos/N3U9S.mp4,14.8975791433892,0.0,4.8,0.0,4.8,False,15.036,224.0
charades_sta_smoke_69,69,J9T5D,person start laughing.,data/raw/charades/videos/J9T5D.mp4,34.068377095475576,27.1,35.0,27.1,34.068377095475576,True,16.643,567.0
charades_sta_smoke_70,70,1CYLM,a person sits down on a couch.,data/raw/charades/videos/1CYLM.mp4,33.4,0.0,14.2,0.0,14.2,False,30.0,1002.0
charades_sta_smoke_71,71,1CYLM,the person is drinking something from a cup.,data/raw/charades/videos/1CYLM.mp4,33.4,0.0,14.0,0.0,14.0,False,30.0,1002.0
charades_sta_smoke_72,72,V2GC9,person putting groceries away.,data/raw/charades/videos/V2GC9.mp4,30.6,10.1,24.2,10.1,24.2,False,30.0,918.0
charades_sta_smoke_73,73,V2GC9,person opening a pantry door.,data/raw/charades/videos/V2GC9.mp4,30.6,11.3,21.1,11.3,21.1,False,30.0,918.0
charades_sta_smoke_74,74,V2GC9,a person walks through the house holding a bag.,data/raw/charades/videos/V2GC9.mp4,30.6,2.3,13.9,2.3,13.9,False,30.0,918.0
charades_sta_smoke_75,75,V2GC9,person put groceries away.,data/raw/charades/videos/V2GC9.mp4,30.6,10.1,24.2,10.1,24.2,False,30.0,918.0
charades_sta_smoke_76,76,LGJAR,person turns on the light.,data/raw/charades/videos/LGJAR.mp4,32.28969359331476,17.6,25.2,17.6,25.2,False,29.916666666666668,966.0
charades_sta_smoke_77,77,ZHRPD,the person puts the towel onto the shelf.,data/raw/charades/videos/ZHRPD.mp4,29.75,11.8,19.6,11.8,19.6,False,24.0,714.0
charades_sta_smoke_78,78,ZHRPD,the person takes a phone.,data/raw/charades/videos/ZHRPD.mp4,29.75,15.6,21.6,15.6,21.6,False,24.0,714.0
charades_sta_smoke_79,79,43CCM,person undressing by the shelf beside the doorway.,data/raw/charades/videos/43CCM.mp4,30.458650610943867,7.7,22.0,7.7,22.0,False,16.941,516.0
charades_sta_smoke_80,80,43CCM,a person opens a door.,data/raw/charades/videos/43CCM.mp4,30.458650610943867,0.1,9.0,0.1,9.0,False,16.941,516.0
charades_sta_smoke_81,81,YZ8HK,the person closes the laptop.,data/raw/charades/videos/YZ8HK.mp4,29.833333333333332,1.4,8.7,1.4,8.7,False,30.0,895.0
charades_sta_smoke_82,82,2P7A9,person take a picture from the top of a cabinet.,data/raw/charades/videos/2P7A9.mp4,36.10273333333333,20.4,27.6,20.4,27.6,False,29.97002997002997,1082.0
charades_sta_smoke_83,83,2P7A9,person sit down in a chair at a desk.,data/raw/charades/videos/2P7A9.mp4,36.10273333333333,20.9,30.3,20.9,30.3,False,29.97002997002997,1082.0
charades_sta_smoke_84,84,2P7A9,person looking at the picture for a second.,data/raw/charades/videos/2P7A9.mp4,36.10273333333333,26.9,31.6,26.9,31.6,False,29.97002997002997,1082.0
charades_sta_smoke_85,85,2P7A9,the person puts a picture on their desk.,data/raw/charades/videos/2P7A9.mp4,36.10273333333333,26.5,35.8,26.5,35.8,False,29.97002997002997,1082.0
charades_sta_smoke_86,86,2P7A9,person they put down the broom.,data/raw/charades/videos/2P7A9.mp4,36.10273333333333,18.8,24.0,18.8,24.0,False,29.97002997002997,1082.0
charades_sta_smoke_87,87,2P7A9,person put the picture on the desk.,data/raw/charades/videos/2P7A9.mp4,36.10273333333333,26.5,35.8,26.5,35.8,False,29.97002997002997,1082.0
charades_sta_smoke_88,88,1ZWPP,a person is smiling in the mirror of their bathroom.,data/raw/charades/videos/1ZWPP.mp4,23.39240506329114,2.6,7.7,2.6,7.7,False,19.75,462.0
charades_sta_smoke_89,89,1ZWPP,person opens the door.,data/raw/charades/videos/1ZWPP.mp4,23.39240506329114,13.0,19.4,13.0,19.4,False,19.75,462.0
charades_sta_smoke_90,90,1ZWPP,person they open the door.,data/raw/charades/videos/1ZWPP.mp4,23.39240506329114,13.0,19.4,13.0,19.4,False,19.75,462.0
charades_sta_smoke_91,91,QUXYH,person laughs in the kitchen.,data/raw/charades/videos/QUXYH.mp4,30.72397450563818,0.0,10.9,0.0,10.9,False,6.119,188.0
charades_sta_smoke_92,92,QUXYH,person seems to be laughing into the blanket.,data/raw/charades/videos/QUXYH.mp4,30.72397450563818,0.0,10.9,0.0,10.9,False,6.119,188.0
charades_sta_smoke_93,93,QUXYH,person eats one.,data/raw/charades/videos/QUXYH.mp4,30.72397450563818,21.8,31.2,21.8,30.72397450563818,True,6.119,188.0
charades_sta_smoke_94,94,QUXYH,person takes some food.,data/raw/charades/videos/QUXYH.mp4,30.72397450563818,15.1,22.9,15.1,22.9,False,6.119,188.0
charades_sta_smoke_95,95,QUXYH,a person snuggles with a blanket.,data/raw/charades/videos/QUXYH.mp4,30.72397450563818,0.0,10.0,0.0,10.0,False,6.119,188.0
charades_sta_smoke_96,96,QUXYH,person eats it.,data/raw/charades/videos/QUXYH.mp4,30.72397450563818,21.8,31.2,21.8,30.72397450563818,True,6.119,188.0
charades_sta_smoke_97,97,V3SOF,person opened up the refrigerator.,data/raw/charades/videos/V3SOF.mp4,44.42756787545092,20.0,28.2,20.0,28.2,False,10.534,468.0
charades_sta_smoke_98,98,SY5QP,a person is standing in the room holding a sandwich.,data/raw/charades/videos/SY5QP.mp4,30.733333333333334,0.0,14.0,0.0,14.0,False,30.0,922.0
charades_sta_smoke_99,99,SY5QP,the person puts the sandwich down.,data/raw/charades/videos/SY5QP.mp4,30.733333333333334,11.2,17.7,11.2,17.7,False,30.0,922.0
charades_sta_smoke_100,100,AOK1L,person drinking from a cup.,data/raw/charades/videos/AOK1L.mp4,35.17191731514175,30.5,36.0,30.5,35.17191731514175,True,29.171,1026.0
charades_sta_smoke_101,101,AOK1L,person drinking from a glass.,data/raw/charades/videos/AOK1L.mp4,35.17191731514175,30.5,36.0,30.5,35.17191731514175,True,29.171,1026.0
charades_sta_smoke_102,102,NBSPH,person sits on the table.,data/raw/charades/videos/NBSPH.mp4,30.766666666666666,26.8,32.0,26.8,30.766666666666666,True,30.0,923.0
charades_sta_smoke_103,103,NBSPH,person takes a towel from a container.,data/raw/charades/videos/NBSPH.mp4,30.766666666666666,11.7,17.8,11.7,17.8,False,30.0,923.0
charades_sta_smoke_104,104,NBSPH,person takes out a towel.,data/raw/charades/videos/NBSPH.mp4,30.766666666666666,11.7,17.8,11.7,17.8,False,30.0,923.0
charades_sta_smoke_105,105,HY4FS,person the open the cabinet.,data/raw/charades/videos/HY4FS.mp4,34.35344538940601,4.9,11.6,4.9,11.6,False,29.866,1026.0
charades_sta_smoke_106,106,HY4FS,a person walks into a bathroom holding dishes.,data/raw/charades/videos/HY4FS.mp4,34.35344538940601,0.4,9.2,0.4,9.2,False,29.866,1026.0
charades_sta_smoke_107,107,YSE1G,person closed the door.,data/raw/charades/videos/YSE1G.mp4,28.666666666666668,0.6,8.9,0.6,8.9,False,24.0,688.0
charades_sta_smoke_108,108,XMYXI,a person sits in a chair.,data/raw/charades/videos/XMYXI.mp4,40.266666666666666,0.0,7.0,0.0,7.0,False,30.0,1208.0
charades_sta_smoke_109,109,XMYXI,person he begins to laugh at something.,data/raw/charades/videos/XMYXI.mp4,40.266666666666666,10.1,15.5,10.1,15.5,False,30.0,1208.0
charades_sta_smoke_110,110,XMYXI,a man is sitting at a chair.,data/raw/charades/videos/XMYXI.mp4,40.266666666666666,0.0,7.0,0.0,7.0,False,30.0,1208.0
charades_sta_smoke_111,111,XMYXI,a person is smiling.,data/raw/charades/videos/XMYXI.mp4,40.266666666666666,0.0,15.9,0.0,15.9,False,30.0,1208.0
charades_sta_smoke_112,112,QLEN3,person open the closet.,data/raw/charades/videos/QLEN3.mp4,35.101733333333335,14.0,19.0,14.0,19.0,False,29.97002997002997,1052.0
charades_sta_smoke_113,113,YSKX3,person throws pillow on it.,data/raw/charades/videos/YSKX3.mp4,16.705726819301727,13.0,18.0,13.0,16.705726819301727,True,16.641,278.0
charades_sta_smoke_114,114,HBWLV,person puts the shoes on the floor.,data/raw/charades/videos/HBWLV.mp4,31.598233333333333,9.4,14.3,9.4,14.3,False,29.97002997002997,947.0
charades_sta_smoke_115,115,XE19C,person puts a cup in the sink.,data/raw/charades/videos/XE19C.mp4,30.35976996121439,0.9,8.5,0.9,8.5,False,29.908,908.0
charades_sta_smoke_116,116,XE19C,person closes the door.,data/raw/charades/videos/XE19C.mp4,30.35976996121439,24.6,31.0,24.6,30.35976996121439,True,29.908,908.0
charades_sta_smoke_117,117,XE19C,person puts the cup in the sink.,data/raw/charades/videos/XE19C.mp4,30.35976996121439,0.9,8.5,0.9,8.5,False,29.908,908.0
charades_sta_smoke_118,118,W3SC3,the person immediately opened a window.,data/raw/charades/videos/W3SC3.mp4,21.92,8.0,15.2,8.0,15.2,False,25.0,548.0
charades_sta_smoke_119,119,W3SC3,person opens a window.,data/raw/charades/videos/W3SC3.mp4,21.92,8.0,15.2,8.0,15.2,False,25.0,548.0
charades_sta_smoke_120,120,W3SC3,person opens the window.,data/raw/charades/videos/W3SC3.mp4,21.92,8.0,15.2,8.0,15.2,False,25.0,548.0
charades_sta_smoke_121,121,WKPQ3,person they talk on the phone.,data/raw/charades/videos/WKPQ3.mp4,32.11541666666666,15.8,28.7,15.8,28.7,False,23.976023976023978,770.0
charades_sta_smoke_122,122,WKPQ3,person close the closet door.,data/raw/charades/videos/WKPQ3.mp4,32.11541666666666,25.3,30.9,25.3,30.9,False,23.976023976023978,770.0
charades_sta_smoke_123,123,WKPQ3,person turns on the light.,data/raw/charades/videos/WKPQ3.mp4,32.11541666666666,5.1,11.0,5.1,11.0,False,23.976023976023978,770.0
charades_sta_smoke_124,124,FXZI5,a person is dressing in a towel.,data/raw/charades/videos/FXZI5.mp4,32.4,3.0,12.4,3.0,12.4,False,30.0,972.0
charades_sta_smoke_125,125,OE2M1,another person comes in takes the box away.,data/raw/charades/videos/OE2M1.mp4,30.633333333333333,12.9,19.3,12.9,19.3,False,30.0,919.0
charades_sta_smoke_126,126,OE2M1,person takes the tray of food.,data/raw/charades/videos/OE2M1.mp4,30.633333333333333,12.9,18.7,12.9,18.7,False,30.0,919.0
charades_sta_smoke_127,127,OE2M1,person takes the box.,data/raw/charades/videos/OE2M1.mp4,30.633333333333333,12.9,19.3,12.9,19.3,False,30.0,919.0
charades_sta_smoke_128,128,ZF7YA,the person sits on a pillow on the floor.,data/raw/charades/videos/ZF7YA.mp4,37.2372,5.3,11.7,5.3,11.7,False,29.97002997002997,1116.0
charades_sta_smoke_129,129,ZF7YA,a person runs down a few stairs.,data/raw/charades/videos/ZF7YA.mp4,37.2372,0.0,6.5,0.0,6.5,False,29.97002997002997,1116.0
charades_sta_smoke_130,130,ZF7YA,person sitting on the floor.,data/raw/charades/videos/ZF7YA.mp4,37.2372,5.3,11.7,5.3,11.7,False,29.97002997002997,1116.0
charades_sta_smoke_131,131,B82GJ,the person takes a paper towel from the table.,data/raw/charades/videos/B82GJ.mp4,24.533333333333335,17.7,22.5,17.7,22.5,False,30.0,736.0
charades_sta_smoke_132,132,FYYFX,person opens a window.,data/raw/charades/videos/FYYFX.mp4,31.033333333333335,2.0,11.2,2.0,11.2,False,30.0,931.0
charades_sta_smoke_133,133,FYYFX,person takes a camera from a table.,data/raw/charades/videos/FYYFX.mp4,31.033333333333335,8.6,14.1,8.6,14.1,False,30.0,931.0
charades_sta_smoke_134,134,FYYFX,person get something to look out the window with.,data/raw/charades/videos/FYYFX.mp4,31.033333333333335,14.0,24.7,14.0,24.7,False,30.0,931.0
charades_sta_smoke_135,135,FYYFX,person upon awakening.,data/raw/charades/videos/FYYFX.mp4,31.033333333333335,0.0,4.0,0.0,4.0,False,30.0,931.0
charades_sta_smoke_136,136,FYYFX,person looks out the window.,data/raw/charades/videos/FYYFX.mp4,31.033333333333335,14.0,24.7,14.0,24.7,False,30.0,931.0
charades_sta_smoke_137,137,Q7IQI,person looks at some books open it.,data/raw/charades/videos/Q7IQI.mp4,17.2455233745944,0.0,4.5,0.0,4.5,False,16.642,287.0
charades_sta_smoke_138,138,Q7IQI,person start sneezing with looking at the papers.,data/raw/charades/videos/Q7IQI.mp4,17.2455233745944,1.8,8.6,1.8,8.6,False,16.642,287.0
charades_sta_smoke_139,139,Q7IQI,a person is sneezing into a blanket.,data/raw/charades/videos/Q7IQI.mp4,17.2455233745944,1.8,8.6,1.8,8.6,False,16.642,287.0
charades_sta_smoke_140,140,HSEH1,person is fixing a light bulb.,data/raw/charades/videos/HSEH1.mp4,31.266666666666666,10.0,22.6,10.0,22.6,False,30.0,938.0
charades_sta_smoke_141,141,HSEH1,a person is fixing a light on the room.,data/raw/charades/videos/HSEH1.mp4,31.266666666666666,10.0,22.6,10.0,22.6,False,30.0,938.0
charades_sta_smoke_142,142,HSEH1,a person is fixing a light.,data/raw/charades/videos/HSEH1.mp4,31.266666666666666,10.0,22.6,10.0,22.6,False,30.0,938.0
charades_sta_smoke_143,143,6ZWSU,person puts the books down.,data/raw/charades/videos/6ZWSU.mp4,30.60405378286173,1.4,7.2,1.4,7.2,False,29.898,915.0
charades_sta_smoke_144,144,6ZWSU,person they immediately put their books down.,data/raw/charades/videos/6ZWSU.mp4,30.60405378286173,1.4,7.2,1.4,7.2,False,29.898,915.0
charades_sta_smoke_145,145,6ZWSU,the person takes their phone out.,data/raw/charades/videos/6ZWSU.mp4,30.60405378286173,16.2,21.8,16.2,21.8,False,29.898,915.0
charades_sta_smoke_146,146,6ZWSU,person take their shoes off.,data/raw/charades/videos/6ZWSU.mp4,30.60405378286173,10.6,19.3,10.6,19.3,False,29.898,915.0
charades_sta_smoke_147,147,6ZWSU,person closes the door.,data/raw/charades/videos/6ZWSU.mp4,30.60405378286173,0.0,4.5,0.0,4.5,False,29.898,915.0
charades_sta_smoke_148,148,6ZWSU,the person takes their phone.,data/raw/charades/videos/6ZWSU.mp4,30.60405378286173,16.2,21.8,16.2,21.8,False,29.898,915.0
charades_sta_smoke_149,149,6ZWSU,person plays with their phone.,data/raw/charades/videos/6ZWSU.mp4,30.60405378286173,19.1,32.0,19.1,30.60405378286173,True,29.898,915.0
charades_sta_smoke_150,150,V0ZD9,person washes a cup.,data/raw/charades/videos/V0ZD9.mp4,37.815810920945395,0.5,16.0,0.5,16.0,False,6.135,232.0
charades_sta_smoke_151,151,V0ZD9,person putting on clothes in a dining room.,data/raw/charades/videos/V0ZD9.mp4,37.815810920945395,23.2,39.0,23.2,37.815810920945395,True,6.135,232.0
charades_sta_smoke_152,152,AK2KG,person opens up the window.,data/raw/charades/videos/AK2KG.mp4,18.08676841725754,12.5,19.0,12.5,18.08676841725754,True,16.642,301.0
charades_sta_smoke_153,153,AK2KG,a person is sitting on a bed.,data/raw/charades/videos/AK2KG.mp4,18.08676841725754,0.0,6.8,0.0,6.8,False,16.642,301.0
charades_sta_smoke_154,154,AK2KG,this person is sitting on their bed in the bedroom.,data/raw/charades/videos/AK2KG.mp4,18.08676841725754,0.0,6.8,0.0,6.8,False,16.642,301.0
charades_sta_smoke_155,155,AK2KG,person begins opening the window.,data/raw/charades/videos/AK2KG.mp4,18.08676841725754,12.5,19.0,12.5,18.08676841725754,True,16.642,301.0
charades_sta_smoke_156,156,AK2KG,person opened the window.,data/raw/charades/videos/AK2KG.mp4,18.08676841725754,12.5,19.0,12.5,18.08676841725754,True,16.642,301.0
charades_sta_smoke_157,157,AK2KG,a person was sitting on a bed.,data/raw/charades/videos/AK2KG.mp4,18.08676841725754,0.0,6.8,0.0,6.8,False,16.642,301.0
charades_sta_smoke_158,158,8MQH6,a person opens a closet door.,data/raw/charades/videos/8MQH6.mp4,33.129203895191246,0.0,8.1,0.0,8.1,False,29.883,990.0
